WRIST_X,WRIST_Y,THUMB_TIP_X,THUMB_TIP_Y,INDEX_TIP_X,INDEX_TIP_Y,MIDDLE_TIP_X,MIDDLE_TIP_Y,label
0.0,0.0,-0.1098326565769013,-1.063667021707264,-0.2740072450810206,-2.0080408716262665,-0.1651548228763454,-0.7221482456636453,NUMBER_1
0.0,0.0,-0.1129910309620883,-1.058512828576233,-0.3310792404095949,-2.010189616552426,-0.1618098138548423,-0.7167709039132458,NUMBER_1
0.0,0.0,-0.1196984081758749,-1.0549634081540675,-0.354673532840164,-2.009285108609377,-0.1569130574357252,-0.712008484052172,NUMBER_1
0.0,0.0,-0.1265804222554101,-1.049043792836812,-0.4275292914130764,-1.9688062344874713,-0.1556961717638271,-0.7184543215537138,NUMBER_1
0.0,0.0,-0.1395402425154671,-1.0410558969932353,-0.4387831322708012,-1.968627076484351,-0.1700347677181991,-0.7203563186715315,NUMBER_1
0.0,0.0,-0.1432346111939146,-1.0353584440088066,-0.4486190048376911,-1.9740465107457952,-0.1698867735286618,-0.72665400988144,NUMBER_1
0.0,0.0,-0.1474935075187149,-1.0333543997637094,-0.4421789975974916,-1.9591068514267471,-0.171809516785985,-0.7212326423604504,NUMBER_1
0.0,0.0,-0.1408043095661253,-1.0386641428581005,-0.4191889117420644,-1.9833374849861,-0.1666689304463306,-0.7245950971120627,NUMBER_1
0.0,0.0,-0.1338789004883792,-1.036628035721761,-0.4143130930694987,-1.9752319771535811,-0.1610069252351259,-0.7173768402794921,NUMBER_1
0.0,0.0,-0.1367897916356344,-1.035240301227194,-0.4123391777815675,-1.9729638428844445,-0.1660689708813387,-0.7136811502040528,NUMBER_1
0.0,0.0,-0.1445532868449059,-1.0297919752500804,-0.4096231441497446,-1.9738958887336748,-0.1679704004792883,-0.7040064529133127,NUMBER_1
0.0,0.0,-0.1355061599137607,-1.0381255076649227,-0.4026357285656532,-1.971552472889783,-0.1647869921275608,-0.7170256456311592,NUMBER_1
0.0,0.0,-0.1422288731676536,-1.0438291538695013,-0.3869242619583112,-1.9756495980658813,-0.1736643857850601,-0.7154128624644723,NUMBER_1
0.0,0.0,-0.1383990415663905,-1.0363309731382242,-0.3380467023365798,-1.9834592326994631,-0.1731053456150111,-0.7161520880005541,NUMBER_1
0.0,0.0,-0.1298885184016114,-1.0384834334492692,-0.2883635589662587,-1.9703032475263929,-0.1744506281999409,-0.7238591167929941,NUMBER_1
0.0,0.0,-0.1199158867837957,-1.0370655871751169,-0.2153225243691595,-1.980217927555184,-0.1664406344504035,-0.7131765325854905,NUMBER_1
0.0,0.0,-0.1237423999472999,-1.052861698448282,-0.173279728147703,-1.998442821268258,-0.1635190717233582,-0.7256394828121528,NUMBER_1
0.0,0.0,-0.1251249776733162,-1.052131080442498,-0.1501531002683521,-2.0118127925364653,-0.1664506440284465,-0.7339002223984491,NUMBER_1
0.0,0.0,-0.1105559688582102,-1.044117848032949,-0.1233711610954623,-1.9956209790533157,-0.1589307525049156,-0.7154531293982347,NUMBER_1
0.0,0.0,-0.1277880074911456,-1.039400903090586,-0.1409615612123567,-2.0144071540655757,-0.164482771353324,-0.7107570635385304,NUMBER_1
0.0,0.0,-0.1249381137727547,-1.0070003892054826,-0.1426659357320386,-1.9977907370140973,-0.1596551703627947,-0.6986853163963571,NUMBER_1
0.0,0.0,-0.1255266061239509,-1.0111104771131607,-0.1545216675058935,-2.016773812073028,-0.1660330703576096,-0.7145314883646411,NUMBER_1
0.0,0.0,-0.1347847563776161,-0.995947262942318,-0.1584585029456666,-1.9605613213185624,-0.153030537910361,-0.6903425227196643,NUMBER_1
0.0,0.0,-0.1384004912255984,-0.9943459769346537,-0.1761699567339459,-1.9421038035161209,-0.1590626639012077,-0.6835255898800736,NUMBER_1
0.0,0.0,-0.1384488549807938,-1.0306381313936224,-0.216208439593794,-1.9806599843455308,-0.1554334109837445,-0.7032528086325844,NUMBER_1
0.0,0.0,-0.1367157887751411,-1.013272975761983,-0.2966399575389591,-1.9991093151679675,-0.1678597597667477,-0.7060928185615315,NUMBER_1
0.0,0.0,-0.1227879885850025,-1.0612287604270587,-0.3532157715171677,-2.017814615877578,-0.1546836894411386,-0.7148154438244225,NUMBER_1
0.0,0.0,-0.1267983570715918,-1.0792879803904063,-0.4346220811935702,-1.956025184718518,-0.1687862586531376,-0.7157853115223123,NUMBER_1
0.0,0.0,-0.1366253066892651,-1.0906725576677692,-0.437710434454698,-1.967900633686109,-0.1621923022989742,-0.7297460490815226,NUMBER_1
0.0,0.0,-0.1307232119773284,-1.0778101721095938,-0.4360261441299335,-1.9503368014720703,-0.1634241878023754,-0.7299337065875345,NUMBER_1
0.0,0.0,-0.1240443859018636,-1.0932156818727468,-0.4419778115293064,-1.9695413964044552,-0.1596508584560614,-0.710672128342887,NUMBER_1
0.0,0.0,-0.1121675170041109,-1.0546403890133649,-0.4365623663750311,-1.940156042478508,-0.1531049195280853,-0.7170993105695123,NUMBER_1
0.0,0.0,-0.1105690186569504,-1.0634307866257235,-0.4464501179764792,-1.9713702453507629,-0.159635944410652,-0.6822374504892301,NUMBER_1
0.0,0.0,-0.1073554848752416,-1.0543443577034275,-0.4248999626854495,-1.9696045915725175,-0.1461326965193553,-0.7235075977168577,NUMBER_1
0.0,0.0,-0.0995952125690401,-1.0638684796139763,-0.4090960266251585,-1.9770402083701244,-0.1500564255544666,-0.6958979993006482,NUMBER_1
0.0,0.0,-0.1090556726426451,-1.051286673708274,-0.369798975340279,-1.9553450780484865,-0.1625829623307537,-0.6966157594424843,NUMBER_1
0.0,0.0,-0.1070858704321987,-1.0629381279841985,-0.336339453526176,-1.9731939044643227,-0.1577945656318024,-0.7090084387068558,NUMBER_1
0.0,0.0,-0.1027116150688655,-1.034346701930914,-0.324328751741089,-1.970915918936938,-0.1500697579653399,-0.7080537875812154,NUMBER_1
0.0,0.0,-0.1046729146512987,-1.054830446419744,-0.2950540612763537,-2.0089740843011032,-0.1539683262716274,-0.7104209208046973,NUMBER_1
0.0,0.0,-0.0973269572776252,-1.0430910856058528,-0.2856896604752123,-1.9999431290950784,-0.1543807613230037,-0.701931919154136,NUMBER_1
0.0,0.0,-0.0966710126526038,-1.0549585762613225,-0.2682565481181015,-2.0133353594157164,-0.1585266136729481,-0.715690573813017,NUMBER_1
0.0,0.0,-0.098623236866693,-1.052975776072534,-0.2606692002183738,-2.013892715015704,-0.1602269363876374,-0.7177079313906475,NUMBER_1
0.0,0.0,-0.1035025304580553,-1.06681730893574,-0.2611151862053286,-2.0110549120581607,-0.159236880118954,-0.7135570229224176,NUMBER_1
0.0,0.0,-0.1016668754307703,-1.0595632439239384,-0.2565739006380061,-2.015457189595829,-0.1648846169785776,-0.7154449479024867,NUMBER_1
0.0,0.0,-0.1097069431116864,-1.0643705291182417,-0.2532994937354723,-1.9883153662781656,-0.1695151088440754,-0.730703564357643,NUMBER_1
0.0,0.0,-0.1091403359522863,-1.0480305119794069,-0.2565173254146425,-1.9605601576586504,-0.178430141865955,-0.7427802760076363,NUMBER_1
0.0,0.0,-0.1179078941464078,-1.0428653528413674,-0.2696214317486364,-1.8947265166448344,-0.1735863136818347,-0.7504309083727444,NUMBER_1
0.0,0.0,-0.1154846177263611,-1.0383959276909216,-0.2688558868297704,-1.856286606745216,-0.1731524075640794,-0.7868506841725984,NUMBER_1
0.0,0.0,-0.1075344311881847,-1.0651002644749277,-0.2738855039128645,-1.8136242144933392,-0.1691343565698702,-0.8185761827653164,NUMBER_1
0.0,0.0,-0.1063780473995943,-1.0719006230111006,-0.2786777738375471,-1.7690176024366115,-0.166879526102687,-0.8349987374115097,NUMBER_1
0.0,0.0,-0.1120528221695002,-1.0663144773118285,-0.2788980730985351,-1.692964248724782,-0.171995732978262,-0.8421643588808592,NUMBER_1
0.0,0.0,-0.1124091267524583,-1.0870252938008218,-0.2863128050956379,-1.7219595111771278,-0.1750392278706418,-0.9086612747173808,NUMBER_1
0.0,0.0,-0.1082539817075356,-1.0944555971038803,-0.2802322945035001,-1.7071189015943844,-0.1662162095793685,-0.8634914693184614,NUMBER_1
0.0,0.0,-0.1174327156627325,-1.1034996236905834,-0.2875694437997547,-1.7178100157140987,-0.1701469859993757,-0.8943727607475486,NUMBER_1
0.0,0.0,-0.1111327475700971,-1.0930573588963772,-0.2669146625300988,-1.732309239636391,-0.1701981248074569,-0.8794855689115774,NUMBER_1
0.0,0.0,-0.1143609218960526,-1.0657953985529731,-0.2727993709742728,-1.8372101693924043,-0.1798476527002599,-0.7786858587784867,NUMBER_1
0.0,0.0,-0.1073148222270205,-1.0472786319851075,-0.2670741590220522,-1.8881142475233792,-0.1736263862196527,-0.7744479171634866,NUMBER_1
0.0,0.0,-0.1096835284603718,-1.0317488654172378,-0.2684699654631073,-1.926672169850028,-0.1695936655462115,-0.7454824467610623,NUMBER_1
0.0,0.0,-0.1202969720517292,-1.0351721805412597,-0.2766781294715448,-1.980617862722596,-0.1852723794131308,-0.7316610926040278,NUMBER_1
0.0,0.0,-0.1078645891625267,-1.0447451543836666,-0.2862039587610362,-1.9857053800193225,-0.1711040722836538,-0.7029703748458984,NUMBER_1
0.0,0.0,-0.1127744682052112,-1.0389784694490831,-0.2972867041461802,-1.9924195075080295,-0.1677554568607956,-0.6973059090102919,NUMBER_1
0.0,0.0,-0.1028725569719072,-1.042721041473064,-0.3016050465909603,-1.97946772466627,-0.1612872163527615,-0.7006622626039911,NUMBER_1
0.0,0.0,-0.1102772014754961,-1.0533827866350507,-0.312294294063988,-1.9836494844269752,-0.1644987925238242,-0.7052815986942279,NUMBER_1
0.0,0.0,-0.1057114852819616,-1.0391339491316258,-0.308900297792274,-1.9721421286104377,-0.1680896200625967,-0.7051907153129222,NUMBER_1
0.0,0.0,-0.1090481015732972,-1.044866129141427,-0.3586430938198098,-1.9687934967651397,-0.1620135918935031,-0.7069747536388782,NUMBER_1
0.0,0.0,-0.1119135827962438,-1.053905035945047,-0.367187044762656,-1.9492896255550145,-0.1563246374056696,-0.7188280620742259,NUMBER_1
0.0,0.0,-0.1135977589663144,-1.0545424415196,-0.359793609510011,-1.9054283459254793,-0.158758054824565,-0.7251123048432172,NUMBER_1
0.0,0.0,-0.1184838562978193,-1.0507797625546167,-0.3597431793013365,-1.885412415039421,-0.1616658753268519,-0.737642170479886,NUMBER_1
0.0,0.0,-0.1021575448869758,-1.047396219588632,-0.3559811128945663,-1.8683228362745712,-0.1557189138747518,-0.7605096419198767,NUMBER_1
0.0,0.0,-0.0997367660348099,-1.0446689358270975,-0.3533939180937607,-1.875094342217566,-0.1589222860948004,-0.7826225481148652,NUMBER_1
0.0,0.0,-0.0939659831977504,-1.0441552060037005,-0.3403810524346507,-1.881129604336128,-0.1564482882251268,-0.7635860287128738,NUMBER_1
0.0,0.0,-0.1024799289118476,-1.0437387928154749,-0.3367601558805587,-1.886388625752444,-0.1537487787062132,-0.7429634663777593,NUMBER_1
0.0,0.0,-0.1080565180620019,-1.059346669028416,-0.3204315664097727,-1.9094138945473749,-0.1564469465305046,-0.7260980335239662,NUMBER_1
0.0,0.0,-0.1073251134957204,-1.011293226038414,-0.2912713541750834,-1.9160044213745424,-0.1513427053249497,-0.7358628477838105,NUMBER_1
0.0,0.0,-0.1078086743887443,-1.0725302667042436,-0.2764836808636801,-1.94184983393746,-0.1504948870342393,-0.7501978100446147,NUMBER_1
0.0,0.0,-0.1077825543628118,-1.0714767811436827,-0.2700827328895009,-1.9507830296462745,-0.1501647791970922,-0.8108820171536465,NUMBER_1
0.0,0.0,-0.1499108690380563,-1.073014499546572,-0.2950890727028627,-2.0035389330992666,-0.1409767911375704,-0.8855028307351824,NUMBER_1
0.0,0.0,-0.191838672802491,-1.0763520680960117,-0.3298077791071832,-2.0368414753527726,-0.1341857862106653,-1.0708876888470813,NUMBER_1
0.0,0.0,-0.1946638081065262,-1.0902668952572565,-0.3399774683225144,-2.0630989892227056,-0.1143402648416202,-1.1902080962017856,NUMBER_1
0.0,0.0,-0.187146909944579,-1.1056485740140267,-0.3253470896842044,-2.050174005831797,-0.1255011081457109,-1.3179391100770903,NUMBER_1
0.0,0.0,-0.1384612863437989,-1.1549605913444774,-0.3052101151645268,-2.045322637380378,-0.1375914021748648,-1.0258901688633382,NUMBER_1
0.0,0.0,-0.2238150836040235,-1.0275580321075433,-0.2725409981266881,-2.024198115921179,-0.1636249993793025,-0.8572477730050082,NUMBER_1
0.0,0.0,-0.1895300835056553,-1.05953011868915,-0.2418992166372256,-2.017429957693694,-0.1530291846752776,-0.794411425630944,NUMBER_1
0.0,0.0,-0.204778844619482,-1.0544939916073917,-0.2458884483337621,-1.988656223459479,-0.1582924991980105,-0.751519990989209,NUMBER_1
0.0,0.0,-0.2379238333742864,-1.0911193470764449,-0.2773721355851981,-2.0441661131595703,-0.1564429213155836,-0.7411491302629472,NUMBER_1
0.0,0.0,-0.2516498645283037,-1.0677253363108956,-0.3013922268693346,-2.0614340456043463,-0.1596516759894194,-0.7214648936802639,NUMBER_1
0.0,0.0,-0.2241011175601377,-1.1064903417652725,-0.2830463359739629,-2.0590318627922692,-0.1537005729185473,-0.7048596992313336,NUMBER_1
0.0,0.0,-0.2637680607522608,-1.0233217592476869,-0.2516994260661396,-2.017042970546974,-0.1524189694039257,-0.6688024072599159,NUMBER_1
0.0,0.0,-0.2816748189804697,-1.0316295411101233,-0.2493571867960498,-2.048477015253983,-0.1609508127253331,-0.6761123057548981,NUMBER_1
0.0,0.0,-0.2410109052256683,-1.026657845446847,-0.2569664182638753,-2.045452290098593,-0.1529657539240668,-0.6607570050907163,NUMBER_1
0.0,0.0,-0.2584225695005445,-1.0280547799941593,-0.2900644407917444,-2.0537860036872027,-0.1588347905660688,-0.6537419953725201,NUMBER_1
0.0,0.0,-0.2822974120132325,-1.026658500346941,-0.348449984893892,-2.085477090385738,-0.167983918437114,-0.6872005988000022,NUMBER_1
0.0,0.0,-0.2741259197389841,-1.0309200308266817,-0.384800229801973,-2.067458489187361,-0.1668812502228646,-0.675320248387679,NUMBER_1
0.0,0.0,-0.2258546844475619,-1.0513095591767525,-0.4358265797546657,-2.00073996342121,-0.1469266489348764,-0.6689875250656193,NUMBER_1
0.0,0.0,-0.2433068644078428,-1.0479255797790976,-0.4709022788020691,-1.978616589397059,-0.1536104191211031,-0.7023817992908937,NUMBER_1
0.0,0.0,-0.2475451250457382,-1.0706748339941738,-0.5071678034291187,-1.9712684435193415,-0.1510852534774461,-0.7122435815510562,NUMBER_1
0.0,0.0,-0.207942177578089,-1.1148521418430095,-0.5235784350441876,-1.935147464287168,-0.1552168246099733,-0.7236299157883908,NUMBER_1
0.0,0.0,-0.180750508109452,-1.090463806912251,-0.5212415091799847,-1.921764922436473,-0.1482906396995719,-0.7129589474360023,NUMBER_1
0.0,0.0,-0.2154314169015948,-1.0593163552984504,-0.5021568682131414,-1.967133203036615,-0.1435827166566488,-0.6985165079027724,NUMBER_1
0.0,0.0,-0.2518726937703628,-1.0413297116797626,-0.4575543351335726,-2.016714741432478,-0.1610535075114519,-0.6998776128505396,NUMBER_1
0.0,0.0,-0.2417165019252607,-1.0658149342629508,-0.4043554393881992,-2.070690159435083,-0.1694516375769666,-0.6870869573434293,NUMBER_1
0.0,0.0,-0.2631322929673575,-0.9963204579371066,-0.3587661891891039,-2.067511191719892,-0.1715543913956963,-0.6777423797435719,NUMBER_1
0.0,0.0,-0.2794983732248841,-0.9730445626662498,-0.278402686026028,-2.1033000202225822,-0.1701439202504408,-0.6465875695002079,NUMBER_1
0.0,0.0,-0.2495649313132079,-0.945766997594649,-0.1887868626386158,-2.140885049094873,-0.1696169874683347,-0.6246477325825384,NUMBER_1
0.0,0.0,-0.2688969826386227,-0.9575374766977056,-0.1441790715544534,-2.1450920179433424,-0.1727278710003687,-0.622906510815249,NUMBER_1
0.0,0.0,-0.3435949037973995,-1.0250997475142198,-0.1639563660110153,-1.9961203930921287,-0.1590248736372042,-0.651898600342474,NUMBER_1
0.0,0.0,-0.3067782557888129,-1.0642449432875436,-0.183586774702088,-1.9079625055598757,-0.1599522603761835,-0.6483860889496943,NUMBER_1
0.0,0.0,-0.3118752905420334,-1.1032060636908112,-0.1953671089995625,-1.8507313005837247,-0.1768355271123556,-0.6550553468717061,NUMBER_1
0.0,0.0,-0.3002441570928622,-1.0942120143244225,-0.1991841355595774,-1.7941058718490197,-0.1789500300734574,-0.6487188326172493,NUMBER_1
0.0,0.0,-0.274979377263076,-1.1093513104591628,-0.1947726963005712,-1.82506095801738,-0.1699381611063437,-0.6322488825259429,NUMBER_1
0.0,0.0,-0.3095687392887675,-1.0941952759230718,-0.209350413430891,-1.909932290033274,-0.1732056484402617,-0.6311783023433026,NUMBER_1
0.0,0.0,-0.3069128557500233,-1.0742114480496956,-0.2273425127106146,-1.9693215400588655,-0.1702183220512636,-0.6312738108028801,NUMBER_1
0.0,0.0,-0.3186760113939834,-1.0624651246125276,-0.232372830206059,-2.027822152862536,-0.1716220485106327,-0.6466729547171438,NUMBER_1
0.0,0.0,-0.3635101886571045,-1.0228348871983115,-0.2620968165413502,-2.1134457471343846,-0.173374266296753,-0.6565385677849097,NUMBER_1
0.0,0.0,-0.353248343617102,-1.0215295102561002,-0.296459254570338,-2.1518076444973535,-0.1700407390002109,-0.6334463478818042,NUMBER_1
0.0,0.0,-0.3125669148721716,-0.9431325544428824,-0.3288851632156058,-2.1248239139112144,-0.1714589223319561,-0.601713393900864,NUMBER_1
0.0,0.0,-0.073707215870253,-1.0674179109276027,-0.4786761764998061,-1.9671652694427968,-0.1310556974501484,-0.6676386997851931,NUMBER_1
0.0,0.0,-0.075027155310028,-1.060029125296508,-0.2212355747624629,-2.0953588126643425,-0.1185107516526967,-0.651838670251018,NUMBER_1
0.0,0.0,-0.0625349087398466,-1.027900642032535,-0.1790802811580157,-2.077820439353339,-0.1088687689927463,-0.6543680748849158,NUMBER_1
0.0,0.0,-0.0564067563308946,-1.0142391085967946,-0.1290254820025727,-2.0700550798764006,-0.1153858443080227,-0.6231708473311872,NUMBER_1
0.0,0.0,-0.0609114153673463,-1.013891109542392,-0.1057409018231163,-2.0672376684038056,-0.1177431252816367,-0.6232240761253269,NUMBER_1
0.0,0.0,-0.0577303448926256,-1.0047339432940303,-0.0705759522956535,-2.0528567537512807,-0.1197374398186193,-0.6304959696358073,NUMBER_1
0.0,0.0,-0.0667515910934684,-0.9950128254202408,-0.059294850871231,-2.041277949687002,-0.1191969236636521,-0.6059412693499966,NUMBER_1
0.0,0.0,-0.0720981572008376,-0.9934439499989968,-0.0525069889458367,-2.068232328378696,-0.1197935294144794,-0.6226950559107606,NUMBER_1
0.0,0.0,-0.0664677091724323,-1.0057424862684672,-0.0788491536591378,-2.0673695192648323,-0.1156454721193804,-0.619873798430705,NUMBER_1
0.0,0.0,-0.0769760058389975,-1.012844372635637,-0.0840611202754214,-2.072008130908213,-0.1248932959562191,-0.6079950155736364,NUMBER_1
0.0,0.0,-0.0692703783633598,-0.9960401985457742,-0.0980675501485184,-2.0445168852512396,-0.1188536464658428,-0.5930348142567308,NUMBER_1
0.0,0.0,-0.0802034665424245,-1.0045792643122884,-0.1829517732320703,-2.0700531215999525,-0.1216307479625819,-0.6281993456409398,NUMBER_1
0.0,0.0,-0.0906600511012,-1.0049123665492348,-0.2559688760317989,-2.0403870652830753,-0.134972383735424,-0.6342122132725535,NUMBER_1
0.0,0.0,-0.0870895659531122,-1.0179926935873502,-0.3766008603688521,-1.985970738953945,-0.1310294791993241,-0.6184837926483832,NUMBER_1
0.0,0.0,-0.0964899712812991,-1.0308078703742896,-0.4280273860841154,-1.9729420731840452,-0.127243884256635,-0.6394679454652047,NUMBER_1
0.0,0.0,-0.0817334919902807,-1.017114286003732,-0.438785403280487,-1.961350638944461,-0.1272517620830629,-0.6706514583986575,NUMBER_1
0.0,0.0,-0.084408245165158,-1.0186535747080736,-0.462037734219841,-1.9641314778792731,-0.1309088397849466,-0.6799685034237559,NUMBER_1
0.0,0.0,-0.0886410625504624,-1.030916320447458,-0.4661157413181724,-1.9535547548674208,-0.1346365469139938,-0.6568488829234497,NUMBER_1
0.0,0.0,-0.0837854469251354,-1.036368122754521,-0.4541915590686267,-1.9708670528095544,-0.129332343690265,-0.661636260454971,NUMBER_1
0.0,0.0,-0.0842247628877605,-1.0359469039955154,-0.4313463178308992,-2.005883016508593,-0.1237921314389454,-0.6707055840036154,NUMBER_1
0.0,0.0,-0.0809998850947299,-1.0023914365375346,-0.3736207176328024,-2.012950127123129,-0.1234904655531086,-0.6536520496383383,NUMBER_1
0.0,0.0,-0.0819401432940304,-0.9852214638931606,-0.3230646296560105,-2.020702636781653,-0.1173101373053358,-0.6235772455381073,NUMBER_1
0.0,0.0,-0.0768078512975355,-0.9999266307667204,-0.2740982801496787,-2.0507120377868215,-0.1206790987189544,-0.6215859731424864,NUMBER_1
0.0,0.0,-0.0791432846080107,-0.9870375262358616,-0.2823546352752352,-2.0246505923909783,-0.1233415661666664,-0.613606176091331,NUMBER_1
0.0,0.0,-0.0843506247725995,-0.9961177533820144,-0.2820181295477971,-2.0570751418392463,-0.1376825738680896,-0.6239962318540246,NUMBER_1
0.0,0.0,-0.0877577221485652,-1.011624759356283,-0.2717381249261223,-2.031398922000008,-0.130181623016518,-0.6282533576393017,NUMBER_1
0.0,0.0,-0.0890990426019767,-1.00969406932033,-0.2626617121425637,-1.9898994276242803,-0.1361887833569801,-0.6644148987863381,NUMBER_1
0.0,0.0,-0.0770434838356341,-1.005892730563568,-0.2541506906378705,-1.9519312699110944,-0.1291402404520362,-0.6435820653630909,NUMBER_1
0.0,0.0,-0.0764977514532106,-1.0175010819142387,-0.2597917820966938,-1.879144566908453,-0.1364171025253027,-0.6522934395374076,NUMBER_1
0.0,0.0,-0.0832471992417815,-1.010482613053154,-0.2564243310181386,-1.862528375705504,-0.1359311878140056,-0.6764592897699431,NUMBER_1
0.0,0.0,-0.0827432318507546,-1.011098190646484,-0.2583216049750835,-1.841264521404771,-0.1401936589281743,-0.6826456253799289,NUMBER_1
0.0,0.0,-0.0882507511826354,-1.0075871271916317,-0.2639477088095516,-1.85041297397533,-0.1445637141041909,-0.6683709964411406,NUMBER_1
0.0,0.0,-0.0792369655160229,-1.0037127653412348,-0.244806624718002,-1.9033616112346297,-0.1360070605878139,-0.6753601458479906,NUMBER_1
0.0,0.0,-0.0666175418260332,-0.97343520853763,-0.2353856962419139,-1.9145637746218511,-0.1289448106988757,-0.6393426800875481,NUMBER_1
0.0,0.0,-0.088647796663524,-0.9815449003515364,-0.2550115891746604,-2.021542092971651,-0.1248777325273257,-0.6166115777968412,NUMBER_1
0.0,0.0,-0.0779021721603435,-0.9738207455906536,-0.2752892511691693,-2.052309302028295,-0.1222012292812469,-0.6309680222690972,NUMBER_1
0.0,0.0,-0.0716007384558016,-0.954573068739758,-0.2863554470503232,-2.039357801595214,-0.124459200570761,-0.6050818040781535,NUMBER_1
0.0,0.0,-0.0724776620193393,-0.9513882055613808,-0.3006158491996862,-2.0270199277342664,-0.119432129237684,-0.6191439517801858,NUMBER_1
0.0,0.0,-0.0924252370757069,-0.9884330794526692,-0.3191848966001249,-1.9988058722801905,-0.1234394349335995,-0.6427969362236493,NUMBER_1
0.0,0.0,-0.0830477905408643,-1.0136733657955972,-0.3288624120218947,-1.987536855432648,-0.1232338108632128,-0.6479432860426769,NUMBER_1
0.0,0.0,-0.0833656542121776,-1.034444955931159,-0.3550534568819669,-2.014884698479204,-0.1318706421117267,-0.6655538276968757,NUMBER_1
0.0,0.0,-0.0802141670848173,-1.0174088363133162,-0.3519762991982094,-1.9744776455440396,-0.1257605540934356,-0.6542439528089732,NUMBER_1
0.0,0.0,-0.0861102180302209,-1.0319337195130749,-0.3906649816477648,-1.981408860129644,-0.1354350358738475,-0.6816451981953631,NUMBER_1
0.0,0.0,-0.0800686152401615,-1.0015888722925494,-0.4323460136039765,-1.947141013604716,-0.1296065503940157,-0.6586093291152855,NUMBER_1
0.0,0.0,-0.0853965981198641,-1.0128783208673102,-0.4685042493381004,-1.925602102797238,-0.1280847375547446,-0.6630384921322362,NUMBER_1
0.0,0.0,-0.0803015107707128,-1.0209981673500987,-0.4628603771133913,-1.9205464138009587,-0.1230190368502927,-0.6624974629145102,NUMBER_1
0.0,0.0,-0.0797271091756529,-1.003142876828257,-0.4465978979615136,-1.925523081514892,-0.1305585706752205,-0.6471644329210555,NUMBER_1
0.0,0.0,-0.0824761053986017,-1.0017088476326157,-0.4427757221443798,-1.9492513836218193,-0.128412784548325,-0.6460190928992763,NUMBER_1
0.0,0.0,-0.0725559806994833,-0.99470165290138,-0.411693102186648,-1.9565971569667984,-0.1241554410023308,-0.6396605951713483,NUMBER_1
0.0,0.0,-0.0706105627719812,-1.0003702054887502,-0.3511618049063079,-1.974047364648891,-0.1178789996798533,-0.6295571780622207,NUMBER_1
0.0,0.0,-0.0705703785940338,-0.9611685598327436,-0.2514909213756618,-1.9913888101976969,-0.1227098601153071,-0.6094942800083868,NUMBER_1
0.0,0.0,-0.0736885799081129,-0.9882433141506536,-0.1852013332787629,-2.0461732942084048,-0.1166809581049558,-0.6145246606382433,NUMBER_1
0.0,0.0,-0.0815869614219415,-0.990423583874275,-0.1563173583337448,-2.0369367156825944,-0.1261087139657355,-0.6278572685984045,NUMBER_1
